0.01749,-52.323327,6.262107,0.967238,0.953794,0.039032,0.301626,0.000668,1.249638,1.607863,0.273463,0.336871,0.000461,0.285265,0.917335,0.206801,0.000626,0.000632,0.11235,0.0087,0.126234,1,0,0
0.020972,-53.091708,5.455094,0.9234,0.68671,0.294743,0.280332,0.000669,1.311298,1.871061,0.47655,0.264702,0.000461,0.351367,0.648838,0.491191,0.000727,0.000703,0.324314,0.003967,0.134691,1,0,0
0.014513,-57.506149,6.928856,1.47274,0.841648,0.263795,0.500041,0.000138,1.203142,1.464698,0.353043,0.27689,0.000089,0.199256,1.404671,0.505264,0.00012,0.000121,0.13957,0.007129,0.126458,1,0,0
0.014302,-56.026676,6.198614,1.339305,1.219017,0.409645,0.29004,0.000283,1.215742,1.51328,0.289259,0.283403,0.000188,0.177241,0.815122,0.414605,0.000265,0.000264,0.09426,0.001316,0.103528,1,0,0
0.016855,-54.339397,6.653818,0.93948,1.059051,0.085777,-0.039138,0.000355,1.301812,1.77483,0.41727,0.339446,0.000234,0.272612,1.275967,0.156353,0.000344,0.000341,0.266632,0.011208,0.114402,1,0,0
0.022223,-53.309547,5.786078,1.223756,0.619827,0.329525,0.166974,0.000765,1.362783,2.187185,0.369744,0.23359,0.000535,0.653364,0.790997,0.3188,0.000955,0.00092,0.550665,0.006283,0.114048,1,0,0
0.019899,-53.016141,6.118712,0.680995,1.04387,0.371051,-0.255527,0.000818,1.208459,1.526017,0.490455,0.313422,0.000568,0.193127,0.618719,0.463874,0.00085,0.000823,0.147378,0.005449,0.17911,1,0,0
0.017159,-54.946782,6.338655,1.437394,0.945688,-0.138696,0.186747,0.000422,1.330049,1.937848,0.493958,0.24258,0.000291,0.304916,1.013918,0.077936,0.000507,0.000494,0.277814,0.005746,0.170565,1,0,0
0.014865,-54.447834,5.96278,1.471717,1.108804,-0.133618,0.519431,0.000476,1.228329,1.517723,0.431291,0.379159,0.000324,0.17984,0.637007,0.199964,0.000455,0.000449,0.134312,0.005882,0.123211,1,0,0
0.014289,-57.42833,6.840309,1.479385,1.337564,0.014589,-0.078829,0.00015,1.234649,1.557247,0.403714,0.415005,0.000097,0.213992,0.968631,0.089419,0.00014,0.000139,0.136514,0.001387,0.136406,1,0,0
0.015326,-55.78108,6.774888,1.552497,1.042367,0.092415,-0.095069,0.00018,1.324982,1.938472,0.258974,0.385361,0.000116,0.331319,1.185423,0.330965,0.000175,0.000174,0.346974,0.013854,0.139946,1,0,0
0.016404,-57.803182,7.572785,1.34326,1.001386,0.113044,-0.127901,0.000068,1.297778,1.807861,0.307961,0.258895,0.000042,0.294787,1.36395,0.178954,0.000068,0.000065,0.165518,0.006925,0.139572,1,0,0
0.014602,-56.40011,6.795382,1.572544,0.901063,-0.033346,0.142658,0.000169,1.308977,1.849372,0.458686,0.333621,0.000113,0.257138,1.133602,0.101774,0.00017,0.000167,0.223981,0.010308,0.112961,1,0,0
0.020355,-53.911348,6.638732,0.863343,0.702432,0.068041,0.248568,0.000466,1.409839,2.346655,0.348633,0.298379,0.00032,0.492593,1.410306,0.298955,0.000604,0.000586,0.612987,0.005524,0.11422,1,0,0
0.014104,-60.736089,7.970005,1.408651,0.662097,0.538619,0.094676,0.000044,1.308538,1.813717,0.230231,0.249331,0.000029,0.265425,1.329568,0.157821,0.000041,0.000041,0.258763,0.003149,0.08276,1,0,0
0.013703,-56.2208,6.206918,1.277685,1.472905,0.271089,0.176413,0.000268,1.248524,1.61506,0.316988,0.24437,0.000178,0.217019,0.632078,0.31594,0.000256,0.000253,0.180548,0.009117,0.104289,1,0,0
0.017606,-55.020125,7.087299,1.285327,1.165742,-0.095048,-0.142118,0.000214,1.300696,1.821876,0.383316,0.291988,0.000142,0.337975,1.004934,0.07168,0.000227,0.000221,0.157557,0.007851,0.119279,1,0,0
